Test ID,Test Name,Token Value,Mobile Applicable?,Is Public?,Test Type,Test Description,Item Count,Estimated Time,category:Accounting Knowledge,category:Accounting Office,category:Banking,category:Behavioral + Cognitive Profile,category:Behavioral Profile,category:Call Center,category:Clerical Office,category:Digital Literacy,category:Food Services,category:Gaming,category:Industrial,category:IT Skills,category:Legal,category:Medical Knowledge,category:Medical Office,category:Microsoft Office Skills,category:Nursing,category:Retail Sales,category:Software Skills,category:Staffing Services Management,industry:Banking/Finance,industry:Food Services,industry:Gaming/Hospitality,industry:Healthcare,industry:Information Technology,industry:Legal Services,industry:Manufacturing/Logistics,industry:Retail,industry:Staffing Services,language:Dutch,language:English,language:English for Australia,language:English for Canada,language:English for New Zealand,language:English for South Africa,language:English for UK,language:French,language:French Canadian,language:German,language:Italian,language:Spanish,language:Spanish for North America,level:Advanced Skills,level:Basic Skills,level:Entry Level Behavioral/Cognitive,level:Management Level Behavioral/Cognitive,level:Professional Level Behavioral/Cognitive,level:Standard Skills,productGroup:Accounting,productGroup:Bank Teller,productGroup:Behavioral/Cognitive Profile,productGroup:Call Center Skills,productGroup:Checking,productGroup:Coding,productGroup:Customer Service,productGroup:Data Entry,productGroup:DeltaView,productGroup:Digital Literacy,productGroup:Eclipse,productGroup:Filing,productGroup:Finance,productGroup:Food Service Skills,productGroup:Gaming Skills,productGroup:Grammar,productGroup:HIPAA,productGroup:Industrial Safety,productGroup:Industrial Skills,productGroup:Legal Knowledge,productGroup:Light Industrial Skills,productGroup:Lotus Notes,productGroup:Math,productGroup:Medical Knowledge,productGroup:Medical Office Skills,productGroup:Microsoft Access,productGroup:Microsoft Excel,productGroup:Microsoft FrontPage,productGroup:Microsoft Internet Explorer,productGroup:Microsoft Outlook,productGroup:Microsoft PowerPoint,productGroup:Microsoft Project,productGroup:Microsoft Publisher,productGroup:Microsoft Windows,productGroup:Microsoft Word,productGroup:MYOB,productGroup:Nursing Knowledge,productGroup:Office Manager Skills,productGroup:Peachtree,productGroup:Postal Codes,productGroup:Programming Skills,productGroup:Proofreading,productGroup:QuickBooks,productGroup:Reading Comprehension,productGroup:Receptionist Skills,productGroup:Retail Sales Skills,productGroup:Secretarial Skills,productGroup:Shorthand,productGroup:Spelling,productGroup:Staffing Knowledge,productGroup:Telemarketing Skills,productGroup:Telephone Skills,productGroup:Ten Key Test,productGroup:Transcription,productGroup:Translation - Spanish to English,productGroup:Typing Test,productGroup:Vocabulary,productGroup:Workplace English Usage (Spanish)
EN_W11ST,"Word 2003 - Standard",1,false,true,Standard,"Questions covering the most important and frequently used features of Microsoft Word 2003 such as file management, editing, formatting, printing, desktop publishing and customizing Word.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W1204,"Word 2007 - Advanced Skills (timed 30min)",1,false,true,Timed 30min,"Questions for the advanced user of Microsoft Word 2007 features such as cover file management, editing, formatting, printing, desktop publishing and customizing Word.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W1205,"Word 2007 - Basic Skills (timed 30min)",1,false,true,Timed 30min,"Questions for the beginner user of Microsoft Word 2007 features such as file and disk management, printing, running applications and system management.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W1206,"Word 2007 - Standard (timed 30min)",1,false,true,Timed 30min,"Questions covering the most important and frequently used features of Microsoft Word 2007 such as file management, editing, formatting, printing, desktop publishing and customizing Word.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W12AD,"Word 2007 - Advanced Skills",1,false,true,Standard,"Questions for the advanced user of Microsoft Word 2007 features such as cover file management, editing, formatting, printing, desktop publishing and customizing Word.",37,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W12BS,"Word 2007 - Basic Skills",1,false,true,Standard,"Questions for the beginner user of Microsoft Word 2007 features such as file and disk management, printing, running applications and system management.",30,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W12ST,"Word 2007 - Standard",1,false,true,Standard,"Questions covering the most important and frequently used features of Microsoft Word 2007 such as file management, editing, formatting, printing, desktop publishing and customizing Word.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W13ADV,"Word 2010 - Advanced Skills",1,false,true,No Review,"Questions for the advanced user of Microsoft Word 2010 features such as cover file management, editing, formatting, printing, as well as tools and automation.",37,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W13ADVT,"Word 2010 - Advanced Skills (30 min)",1,false,true,Timed 30min,"Questions for the advanced user of Microsoft Word 2010 features such as cover file management, editing, formatting, printing, as well as tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W13BS,"Word 2010 - Basic Skills",1,false,true,No Review,"Questions for the beginner user of Microsoft Word 2010 features such as file management, editing, formatting, printing, as well as tools and automation.",30,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W13BST,"Word 2010 - Basic Skills (30 min)",1,false,true,Timed 30min,"Questions for the beginner user of Microsoft Word 2010 features such as file management, editing, formatting, printing, as well as tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W13ST,"Word 2010 - Standard",1,false,true,No Review,"Questions covering the most important and frequently used features of Microsoft Word 2010 such as file management, editing, formatting, printing, as well as tools and automation.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W13STT,"Word 2010 - Standard (30 min)",1,false,true,Timed 30min,"Questions covering the most important and frequently used features of Microsoft Word 2010 such as file management, editing, formatting, printing, as well as tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W7AST,"Windows 7 - Standard",1,false,true,No Review,"Questions covering the most important and frequently used features of Microsoft Windows 7 such as file and disk management, desktop management, printing, running applications system management, as well as tools and help.",34,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WI2FP,"Industrial Safety - Fire/Personnel Standard - (2011)",1,false,true,Standard,"Questions cover topics such as fire prevention and industrial safety equipment.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,Food Services,,,,,Manufacturing/Logistics,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,Industrial Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WI2HC,"Industrial Safety - HAZMAT (Canada) Standard - (2011)",1,false,true,Standard,"Questions cover topics such as standard handling and disposal of hazardous materials in Canada.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,Industrial Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WI2HU,"Industrial Safety - HAZMAT (US) Standard - (2011)",1,false,true,Standard,"Questions cover topics such as standard handling and disposal of hazardous materials in the United States.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,Industrial Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WISWV,"Industrial Safety - Warehouse/Vehicles Standard",1,false,true,Standard,"This test measures knowledge of US Safety Law, Personal Safety, Personnel Safety, Environmental Safety, Fire Safety, Hazardous Materials, Materials Handling, and Workplace Vehicles.",35,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,Industrial Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WVAST,"Windows Vista - Standard",1,false,true,Standard,"Questions on the most commonly used Windows Vista features such as creating, deleting and arranging desktop elements, searching, renaming and deleting files using Windows Explorer, launching programs, specifying printers and using Help.",30,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WXPAD,"Windows XP - Advanced Skills",1,false,true,Standard,"Questions for the advanced user of Microsoft Windows XP features such as file and disk management, printing, running applications and system management.",12,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WXPBS,"Windows XP - Basic Skills",1,false,true,Standard,"Questions for the beginner user of Microsoft Windows XP features such as file and disk management, printing, running applications and system management.",33,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_WXPST,"Windows XP - Standard",1,false,true,Standard,"Questions covering the most important and frequently used features of Microsoft Windows XP such as file and disk management, printing, running applications and system management.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X11AD,"Excel 2003 - Advanced Skills",1,false,true,Standard,"Questions for the advanced user of Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",34,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X11BS,"Excel 2003 - Basic Skills",1,false,true,Standard,"Questions for the beginner user of Microsoft Excel features such as file management, editing, formatting, analysis and customizing Excel.",32,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X11ST,"Excel 2003 - Standard",1,false,true,Standard,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X1207,"Excel 2007 - Advanced Skills (timed 30min)",1,false,true,Timed 30min,"Questions for the advanced user of Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X1208,"Excel 2007 - Basic Skills (timed 30min)",1,false,true,Timed 30min,"Questions for the beginner user of Microsoft Excel features such as file management, editing, formatting, analysis and customizing Excel.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X1209,"Excel 2007 - Standard (timed 30min)",1,false,true,Timed 30min,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X12AD,"Excel 2007 - Advanced Skills",1,false,true,Standard,"Questions for the advanced user of Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",34,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X12BS,"Excel 2007 - Basic Skills",1,false,true,Standard,"Questions for the beginner user of Microsoft Excel features such as file management, editing, formatting, analysis and customizing Excel.",32,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X12ST,"Excel 2007 - Standard",1,false,true,Standard,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X13ADV,"Excel 2010 - Advanced Skills",1,false,true,No Review,"Questions for the advanced user of Microsoft Excel features such as file management, editing, formatting, analysis, and tools and automation.",34,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X13ADVT,"Excel 2010 - Advanced Skills (30 min)",1,false,true,Timed 30min,"Questions for the advanced user of Microsoft Excel features such as file management, editing, formatting, analysis, and tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X13BS,"Excel 2010 - Basic Skills",1,false,true,No Review,"Questions for the beginner user of Microsoft Excel features such as file management, editing, formatting, analysis, and tools and automation.",32,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X13BST,"Excel 2010 - Basic Skills (30 min)",1,false,true,Timed 30min,"Questions for the beginner user of Microsoft Excel features such as file management, editing, formatting, analysis, and tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X13ST,"Excel 2010 - Standard",1,false,true,No Review,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, and tools and automation.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_X13STT,"Excel 2010 - Standard (30 min)",1,false,true,Timed 30min,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, and tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_XFNST,"Excel Functions - Standard",1,false,true,Standard,"Thirty questions covering advanced worksheet functions common to all versions of Excel.",30,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENINLCTS,"Light Industrial - Count and Stack (2011) (F)",1,false,true,Standard,"This test measures the ability to identify by sight the number of boxes or other items in a stack, some of which are viewable, some of which are hidden from view.",20,15 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENINLFL,"Light Industrial - Forklift (2011)",1,false,true,Standard,"This test measures understanding of operations and safety issues related to the use of a fork life in an industrial environment such as a warehouse.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENINLPIP,"Light Industrial - Pick and Pack (F)",1,false,true,Standard,"This test measures the ability to identify and cross reference information found on common warehouse documents such as product or package labels, inventory forms, bills of lading and shipping documents.",35,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTACAP,"Talent Acquisition - Core Abilities Profile",1,false,true,Standard,"Measure a range of core cognitive abilities.",0,100 minutes,,,,Behavioral + Cognitive Profile,,Call Center,,,Food Services,Gaming,Industrial,,Legal,,Medical Office,,Nursing,,,Staffing Services Management,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,Entry Level Behavioral/Cognitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTACSAP,"Talent Acquisition - Customer Service Success Profile + Attendance/Turnover Risk",1,false,true,Standard,"This test measures several critical competencies that drive success in front line customer-facing roles, including demonstrating respect, self-management, conscientiousness, maintaining composure, service orientation, and attendance/turnover risk.",0,50 minutes,,,,,Behavioral Profile,Call Center,,,Food Services,Gaming,Industrial,,Legal,,Medical Office,,Nursing,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,Entry Level Behavioral/Cognitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
